ICMP,Test_Date,Incubation_time,BioRep,TechRep,Bacteria,Additives,Hours,RLU
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LPS,6,6986
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LPS,6,1034
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LPS,6,6666
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LPS,6,888
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LPS,6,5984
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LPS,6,564
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LPS,6,5278
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LPS,6,484
10230,20210203,Day14,1,1,A. baumannii,0.1ng/mL LTA,6,6802
10230,20210203,Day14,1,2,A. baumannii,0.1ng/mL LTA,6,510
10230,20210203,Day14,1,3,A. baumannii,0.1ng/mL LTA,6,5826
10230,20210203,Day14,1,4,A. baumannii,0.1ng/mL LTA,6,524
10230,20210203,Day14,1,1,A. baumannii,100ng/mL LTA,6,4206
10230,20210203,Day14,1,2,A. baumannii,100ng/mL LTA,6,558
10230,20210203,Day14,1,3,A. baumannii,100ng/mL LTA,6,5240
10230,20210203,Day14,1,4,A. baumannii,100ng/mL LTA,6,582
10230,20210203,Day14,1,1,A. baumannii,Fungi alone,6,4622
10230,20210203,Day14,1,2,A. baumannii,Fungi alone,6,552
10230,20210203,Day14,1,3,A. baumannii,Fungi alone,6,4894
10230,20210203,Day14,1,4,A. baumannii,Fungi alone,6,798
10230,20210203,Day14,1,1,A. baumannii,Autoclaved bacteria,6,5034
10230,20210203,Day14,1,2,A. baumannii,Autoclaved bacteria,6,3682
10230,20210203,Day14,1,3,A. baumannii,Autoclaved bacteria,6,4958
10230,20210203,Day14,1,4,A. baumannii,Autoclaved bacteria,6,4080
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LPS,6,3396
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LPS,6,1664
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LPS,6,3732
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LPS,6,2160
10230,20210203,Day14,1,1,E. coli,100ng/mL LPS,6,3150
10230,20210203,Day14,1,2,E. coli,100ng/mL LPS,6,1088
10230,20210203,Day14,1,3,E. coli,100ng/mL LPS,6,3318
10230,20210203,Day14,1,4,E. coli,100ng/mL LPS,6,978
10230,20210203,Day14,1,1,E. coli,0.1ng/mL LTA,6,3208
10230,20210203,Day14,1,2,E. coli,0.1ng/mL LTA,6,748
10230,20210203,Day14,1,3,E. coli,0.1ng/mL LTA,6,3094
10230,20210203,Day14,1,4,E. coli,0.1ng/mL LTA,6,826
10230,20210203,Day14,1,1,E. coli,100ng/mL LTA,6,3094
10230,20210203,Day14,1,2,E. coli,100ng/mL LTA,6,1134
10230,20210203,Day14,1,3,E. coli,100ng/mL LTA,6,2504
10230,20210203,Day14,1,4,E. coli,100ng/mL LTA,6,1158
10230,20210203,Day14,1,1,E. coli,Fungi alone,6,2754
10230,20210203,Day14,1,2,E. coli,Fungi alone,6,1064
10230,20210203,Day14,1,3,E. coli,Fungi alone,6,3114
10230,20210203,Day14,1,4,E. coli,Fungi alone,6,1208
10230,20210203,Day14,1,1,E. coli,Autoclaved bacteria,6,3918
10230,20210203,Day14,1,2,E. coli,Autoclaved bacteria,6,3410
10230,20210203,Day14,1,3,E. coli,Autoclaved bacteria,6,3450
10230,20210203,Day14,1,4,E. coli,Autoclaved bacteria,6,3430
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,6,3056
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,6,3186
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,6,3056
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,6,2920
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LPS,6,3018
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LPS,6,2606
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LPS,6,3008
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LPS,6,2380
10230,20210203,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,6,2666
10230,20210203,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,6,2846
10230,20210203,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,6,2346
10230,20210203,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,6,2418
10230,20210203,Day14,1,1,P. aeruginosa,100ng/mL LTA,6,2974
10230,20210203,Day14,1,2,P. aeruginosa,100ng/mL LTA,6,2938
10230,20210203,Day14,1,3,P. aeruginosa,100ng/mL LTA,6,2392
10230,20210203,Day14,1,4,P. aeruginosa,100ng/mL LTA,6,2160
10230,20210203,Day14,1,1,P. aeruginosa,Fungi alone,6,2950
10230,20210203,Day14,1,2,P. aeruginosa,Fungi alone,6,3228
10230,20210203,Day14,1,3,P. aeruginosa,Fungi alone,6,2646
10230,20210203,Day14,1,4,P. aeruginosa,Fungi alone,6,2544
10230,20210203,Day14,1,1,P. aeruginosa,Autoclaved bacteria,6,3802
10230,20210203,Day14,1,2,P. aeruginosa,Autoclaved bacteria,6,3638
10230,20210203,Day14,1,3,P. aeruginosa,Autoclaved bacteria,6,3528
10230,20210203,Day14,1,4,P. aeruginosa,Autoclaved bacteria,6,2948
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LPS,6,186
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LPS,6,160
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LPS,6,176
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LPS,6,140
10230,20210203,Day14,1,1,S. aureus,100ng/mL LPS,6,282
10230,20210203,Day14,1,2,S. aureus,100ng/mL LPS,6,112
10230,20210203,Day14,1,3,S. aureus,100ng/mL LPS,6,272
10230,20210203,Day14,1,4,S. aureus,100ng/mL LPS,6,138
10230,20210203,Day14,1,1,S. aureus,0.1ng/mL LTA,6,254
10230,20210203,Day14,1,2,S. aureus,0.1ng/mL LTA,6,114
10230,20210203,Day14,1,3,S. aureus,0.1ng/mL LTA,6,166
10230,20210203,Day14,1,4,S. aureus,0.1ng/mL LTA,6,168
10230,20210203,Day14,1,1,S. aureus,100ng/mL LTA,6,240
10230,20210203,Day14,1,2,S. aureus,100ng/mL LTA,6,114
10230,20210203,Day14,1,3,S. aureus,100ng/mL LTA,6,240
10230,20210203,Day14,1,4,S. aureus,100ng/mL LTA,6,134
10230,20210203,Day14,1,1,S. aureus,Fungi alone,6,174
10230,20210203,Day14,1,2,S. aureus,Fungi alone,6,98
10230,20210203,Day14,1,3,S. aureus,Fungi alone,6,142
10230,20210203,Day14,1,4,S. aureus,Fungi alone,6,100
10230,20210203,Day14,1,1,S. aureus,Autoclaved bacteria,6,292
10230,20210203,Day14,1,2,S. aureus,Autoclaved bacteria,6,82
10230,20210203,Day14,1,3,S. aureus,Autoclaved bacteria,6,166
10230,20210203,Day14,1,4,S. aureus,Autoclaved bacteria,6,88
11458,20210125,Day14,1,1,A. baumannii,0.1ng/mL LPS,0,20
11458,20210125,Day14,1,2,A. baumannii,0.1ng/mL LPS,0,14
11458,20210125,Day14,1,3,A. baumannii,0.1ng/mL LPS,0,32
11458,20210125,Day14,1,4,A. baumannii,0.1ng/mL LPS,0,22
11458,20210125,Day14,1,1,A. baumannii,100ng/mL LPS,0,20
11458,20210125,Day14,1,2,A. baumannii,100ng/mL LPS,0,8
11458,20210125,Day14,1,3,A. baumannii,100ng/mL LPS,0,16
11458,20210125,Day14,1,4,A. baumannii,100ng/mL LPS,0,8
11458,20210125,Day14,1,1,A. baumannii,0.1ng/mL LTA,0,12
11458,20210125,Day14,1,2,A. baumannii,0.1ng/mL LTA,0,16
11458,20210125,Day14,1,3,A. baumannii,0.1ng/mL LTA,0,12
11458,20210125,Day14,1,4,A. baumannii,0.1ng/mL LTA,0,10
11458,20210125,Day14,1,1,A. baumannii,100ng/mL LTA,0,10
11458,20210125,Day14,1,2,A. baumannii,100ng/mL LTA,0,20
11458,20210125,Day14,1,3,A. baumannii,100ng/mL LTA,0,16
11458,20210125,Day14,1,4,A. baumannii,100ng/mL LTA,0,14
11458,20210125,Day14,1,1,A. baumannii,Fungi alone,0,20
11458,20210125,Day14,1,2,A. baumannii,Fungi alone,0,6
11458,20210125,Day14,1,3,A. baumannii,Fungi alone,0,18
11458,20210125,Day14,1,4,A. baumannii,Fungi alone,0,8
11458,20210125,Day14,1,1,A. baumannii,Autoclaved bacteria,0,10
11458,20210125,Day14,1,2,A. baumannii,Autoclaved bacteria,0,16
11458,20210125,Day14,1,3,A. baumannii,Autoclaved bacteria,0,18
11458,20210125,Day14,1,4,A. baumannii,Autoclaved bacteria,0,18
11458,20210125,Day14,1,1,E. coli,0.1ng/mL LPS,0,10
11458,20210125,Day14,1,2,E. coli,0.1ng/mL LPS,0,18
11458,20210125,Day14,1,3,E. coli,0.1ng/mL LPS,0,18
11458,20210125,Day14,1,4,E. coli,0.1ng/mL LPS,0,16
11458,20210125,Day14,1,1,E. coli,100ng/mL LPS,0,16
11458,20210125,Day14,1,2,E. coli,100ng/mL LPS,0,8
11458,20210125,Day14,1,3,E. coli,100ng/mL LPS,0,18
11458,20210125,Day14,1,4,E. coli,100ng/mL LPS,0,18
11458,20210125,Day14,1,1,E. coli,0.1ng/mL LTA,0,20
11458,20210125,Day14,1,2,E. coli,0.1ng/mL LTA,0,18
11458,20210125,Day14,1,3,E. coli,0.1ng/mL LTA,0,12
11458,20210125,Day14,1,4,E. coli,0.1ng/mL LTA,0,8
11458,20210125,Day14,1,1,E. coli,100ng/mL LTA,0,18
11458,20210125,Day14,1,2,E. coli,100ng/mL LTA,0,10
11458,20210125,Day14,1,3,E. coli,100ng/mL LTA,0,12
11458,20210125,Day14,1,4,E. coli,100ng/mL LTA,0,20
11458,20210125,Day14,1,1,E. coli,Fungi alone,0,14
11458,20210125,Day14,1,2,E. coli,Fungi alone,0,10
11458,20210125,Day14,1,3,E. coli,Fungi alone,0,14
11458,20210125,Day14,1,4,E. coli,Fungi alone,0,12
11458,20210125,Day14,1,1,E. coli,Autoclaved bacteria,0,20
11458,20210125,Day14,1,2,E. coli,Autoclaved bacteria,0,18
11458,20210125,Day14,1,3,E. coli,Autoclaved bacteria,0,18
11458,20210125,Day14,1,4,E. coli,Autoclaved bacteria,0,16
11458,20210125,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,0,10
11458,20210125,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,0,18
11458,20210125,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,0,8
11458,20210125,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,0,8
11458,20210125,Day14,1,1,P. aeruginosa,100ng/mL LPS,0,12
11458,20210125,Day14,1,2,P. aeruginosa,100ng/mL LPS,0,10
11458,20210125,Day14,1,3,P. aeruginosa,100ng/mL LPS,0,12
11458,20210125,Day14,1,4,P. aeruginosa,100ng/mL LPS,0,8
11458,20210125,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,0,10
11458,20210125,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,0,16
11458,20210125,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,0,32
11458,20210125,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,0,6
11458,20210125,Day14,1,1,P. aeruginosa,100ng/mL LTA,0,20
11458,20210125,Day14,1,2,P. aeruginosa,100ng/mL LTA,0,10
11458,20210125,Day14,1,3,P. aeruginosa,100ng/mL LTA,0,14
11458,20210125,Day14,1,4,P. aeruginosa,100ng/mL LTA,0,10
11458,20210125,Day14,1,1,P. aeruginosa,Fungi alone,0,12
11458,20210125,Day14,1,2,P. aeruginosa,Fungi alone,0,12
11458,20210125,Day14,1,3,P. aeruginosa,Fungi alone,0,10
11458,20210125,Day14,1,4,P. aeruginosa,Fungi alone,0,14
11458,20210125,Day14,1,1,P. aeruginosa,Autoclaved bacteria,0,10
11458,20210125,Day14,1,2,P. aeruginosa,Autoclaved bacteria,0,12
11458,20210125,Day14,1,3,P. aeruginosa,Autoclaved bacteria,0,18
11458,20210125,Day14,1,4,P. aeruginosa,Autoclaved bacteria,0,20
11458,20210125,Day14,1,1,S. aureus,0.1ng/mL LPS,0,4
11458,20210125,Day14,1,2,S. aureus,0.1ng/mL LPS,0,4
11458,20210125,Day14,1,3,S. aureus,0.1ng/mL LPS,0,6
11458,20210125,Day14,1,4,S. aureus,0.1ng/mL LPS,0,4
11458,20210125,Day14,1,1,S. aureus,100ng/mL LPS,0,6
11458,20210125,Day14,1,2,S. aureus,100ng/mL LPS,0,2
11458,20210125,Day14,1,3,S. aureus,100ng/mL LPS,0,6
11458,20210125,Day14,1,4,S. aureus,100ng/mL LPS,0,4
11458,20210125,Day14,1,1,S. aureus,0.1ng/mL LTA,0,6
11458,20210125,Day14,1,2,S. aureus,0.1ng/mL LTA,0,6
11458,20210125,Day14,1,3,S. aureus,0.1ng/mL LTA,0,4
11458,20210125,Day14,1,4,S. aureus,0.1ng/mL LTA,0,4
11458,20210125,Day14,1,1,S. aureus,100ng/mL LTA,0,6
11458,20210125,Day14,1,2,S. aureus,100ng/mL LTA,0,10
11458,20210125,Day14,1,3,S. aureus,100ng/mL LTA,0,8
11458,20210125,Day14,1,4,S. aureus,100ng/mL LTA,0,8
11458,20210125,Day14,1,1,S. aureus,Fungi alone,0,2
11458,20210125,Day14,1,2,S. aureus,Fungi alone,0,2
11458,20210125,Day14,1,3,S. aureus,Fungi alone,0,4
11458,20210125,Day14,1,4,S. aureus,Fungi alone,0,6
11458,20210125,Day14,1,1,S. aureus,Autoclaved bacteria,0,4
11458,20210125,Day14,1,2,S. aureus,Autoclaved bacteria,0,6
11458,20210125,Day14,1,3,S. aureus,Autoclaved bacteria,0,4
11458,20210125,Day14,1,4,S. aureus,Autoclaved bacteria,0,10
11458,20210125,Day14,1,1,A. baumannii,0.1ng/mL LPS,2,18
11458,20210125,Day14,1,2,A. baumannii,0.1ng/mL LPS,2,14
11458,20210125,Day14,1,3,A. baumannii,0.1ng/mL LPS,2,14
11458,20210125,Day14,1,4,A. baumannii,0.1ng/mL LPS,2,8
11458,20210125,Day14,1,1,A. baumannii,100ng/mL LPS,2,6
11458,20210125,Day14,1,2,A. baumannii,100ng/mL LPS,2,2
11458,20210125,Day14,1,3,A. baumannii,100ng/mL LPS,2,6
11458,20210125,Day14,1,4,A. baumannii,100ng/mL LPS,2,4
11458,20210125,Day14,1,1,A. baumannii,0.1ng/mL LTA,2,4
11458,20210125,Day14,1,2,A. baumannii,0.1ng/mL LTA,2,6
11458,20210125,Day14,1,3,A. baumannii,0.1ng/mL LTA,2,6
11458,20210125,Day14,1,4,A. baumannii,0.1ng/mL LTA,2,2
11458,20210125,Day14,1,1,A. baumannii,100ng/mL LTA,2,4
11458,20210125,Day14,1,2,A. baumannii,100ng/mL LTA,2,6
11458,20210125,Day14,1,3,A. baumannii,100ng/mL LTA,2,10
11458,20210125,Day14,1,4,A. baumannii,100ng/mL LTA,2,8
11458,20210125,Day14,1,1,A. baumannii,Fungi alone,2,6
11458,20210125,Day14,1,2,A. baumannii,Fungi alone,2,4
11458,20210125,Day14,1,3,A. baumannii,Fungi alone,2,4
11458,20210125,Day14,1,4,A. baumannii,Fungi alone,2,6
11458,20210125,Day14,1,1,A. baumannii,Autoclaved bacteria,2,4
11458,20210125,Day14,1,2,A. baumannii,Autoclaved bacteria,2,2
11458,20210125,Day14,1,3,A. baumannii,Autoclaved bacteria,2,6
11458,20210125,Day14,1,4,A. baumannii,Autoclaved bacteria,2,4
11458,20210125,Day14,1,1,E. coli,0.1ng/mL LPS,2,28
11458,20210125,Day14,1,2,E. coli,0.1ng/mL LPS,2,8
11458,20210125,Day14,1,3,E. coli,0.1ng/mL LPS,2,16
11458,20210125,Day14,1,4,E. coli,0.1ng/mL LPS,2,4
11458,20210125,Day14,1,1,E. coli,100ng/mL LPS,2,6
11458,20210125,Day14,1,2,E. coli,100ng/mL LPS,2,2
11458,20210125,Day14,1,3,E. coli,100ng/mL LPS,2,12
11458,20210125,Day14,1,4,E. coli,100ng/mL LPS,2,0
11458,20210125,Day14,1,1,E. coli,0.1ng/mL LTA,2,8
11458,20210125,Day14,1,2,E. coli,0.1ng/mL LTA,2,4
11458,20210125,Day14,1,3,E. coli,0.1ng/mL LTA,2,8
11458,20210125,Day14,1,4,E. coli,0.1ng/mL LTA,2,6
11458,20210125,Day14,1,1,E. coli,100ng/mL LTA,2,6
11458,20210125,Day14,1,2,E. coli,100ng/mL LTA,2,4
11458,20210125,Day14,1,3,E. coli,100ng/mL LTA,2,2
11458,20210125,Day14,1,4,E. coli,100ng/mL LTA,2,4
11458,20210125,Day14,1,1,E. coli,Fungi alone,2,8
11458,20210125,Day14,1,2,E. coli,Fungi alone,2,2
11458,20210125,Day14,1,3,E. coli,Fungi alone,2,4
11458,20210125,Day14,1,4,E. coli,Fungi alone,2,0
11458,20210125,Day14,1,1,E. coli,Autoclaved bacteria,2,12
11458,20210125,Day14,1,2,E. coli,Autoclaved bacteria,2,8
11458,20210125,Day14,1,3,E. coli,Autoclaved bacteria,2,12
11458,20210125,Day14,1,4,E. coli,Autoclaved bacteria,2,4
11458,20210125,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,2,22
11458,20210125,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,2,28
11458,20210125,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,2,14
11458,20210125,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,2,20
11458,20210125,Day14,1,1,P. aeruginosa,100ng/mL LPS,2,8
11458,20210125,Day14,1,2,P. aeruginosa,100ng/mL LPS,2,12
11458,20210125,Day14,1,3,P. aeruginosa,100ng/mL LPS,2,14
11458,20210125,Day14,1,4,P. aeruginosa,100ng/mL LPS,2,22
11458,20210125,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,2,20
11458,20210125,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,2,16
11458,20210125,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,2,24
11458,20210125,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,2,12
11458,20210125,Day14,1,1,P. aeruginosa,100ng/mL LTA,2,10
11458,20210125,Day14,1,2,P. aeruginosa,100ng/mL LTA,2,18
11458,20210125,Day14,1,3,P. aeruginosa,100ng/mL LTA,2,24
11458,20210125,Day14,1,4,P. aeruginosa,100ng/mL LTA,2,22
11458,20210125,Day14,1,1,P. aeruginosa,Fungi alone,2,30
11458,20210125,Day14,1,2,P. aeruginosa,Fungi alone,2,12
11458,20210125,Day14,1,3,P. aeruginosa,Fungi alone,2,18
11458,20210125,Day14,1,4,P. aeruginosa,Fungi alone,2,12
11458,20210125,Day14,1,1,P. aeruginosa,Autoclaved bacteria,2,16
11458,20210125,Day14,1,2,P. aeruginosa,Autoclaved bacteria,2,20
11458,20210125,Day14,1,3,P. aeruginosa,Autoclaved bacteria,2,20
11458,20210125,Day14,1,4,P. aeruginosa,Autoclaved bacteria,2,20
11458,20210125,Day14,1,1,S. aureus,0.1ng/mL LPS,2,0
11458,20210125,Day14,1,2,S. aureus,0.1ng/mL LPS,2,2
11458,20210125,Day14,1,3,S. aureus,0.1ng/mL LPS,2,2
11458,20210125,Day14,1,4,S. aureus,0.1ng/mL LPS,2,4
11458,20210125,Day14,1,1,S. aureus,100ng/mL LPS,2,0
11458,20210125,Day14,1,2,S. aureus,100ng/mL LPS,2,0
11458,20210125,Day14,1,3,S. aureus,100ng/mL LPS,2,2
11458,20210125,Day14,1,4,S. aureus,100ng/mL LPS,2,2
11458,20210125,Day14,1,1,S. aureus,0.1ng/mL LTA,2,4
11458,20210125,Day14,1,2,S. aureus,0.1ng/mL LTA,2,2
11458,20210125,Day14,1,3,S. aureus,0.1ng/mL LTA,2,4
11458,20210125,Day14,1,4,S. aureus,0.1ng/mL LTA,2,2
11458,20210125,Day14,1,1,S. aureus,100ng/mL LTA,2,2
11458,20210125,Day14,1,2,S. aureus,100ng/mL LTA,2,4
11458,20210125,Day14,1,3,S. aureus,100ng/mL LTA,2,6
11458,20210125,Day14,1,4,S. aureus,100ng/mL LTA,2,4
11458,20210125,Day14,1,1,S. aureus,Fungi alone,2,0
11458,20210125,Day14,1,2,S. aureus,Fungi alone,2,6
11458,20210125,Day14,1,3,S. aureus,Fungi alone,2,0
11458,20210125,Day14,1,4,S. aureus,Fungi alone,2,2
11458,20210125,Day14,1,1,S. aureus,Autoclaved bacteria,2,4
11458,20210125,Day14,1,2,S. aureus,Autoclaved bacteria,2,0
11458,20210125,Day14,1,3,S. aureus,Autoclaved bacteria,2,2
11458,20210125,Day14,1,4,S. aureus,Autoclaved bacteria,2,4
11458,20210126,Day14,1,1,A. baumannii,0.1ng/mL LPS,24,18
11458,20210126,Day14,1,2,A. baumannii,0.1ng/mL LPS,24,29162
11458,20210126,Day14,1,3,A. baumannii,0.1ng/mL LPS,24,22
11458,20210126,Day14,1,4,A. baumannii,0.1ng/mL LPS,24,29620
11458,20210126,Day14,1,1,A. baumannii,100ng/mL LPS,24,46
11458,20210126,Day14,1,2,A. baumannii,100ng/mL LPS,24,81799
11458,20210126,Day14,1,3,A. baumannii,100ng/mL LPS,24,98
11458,20210126,Day14,1,4,A. baumannii,100ng/mL LPS,24,75868
11458,20210126,Day14,1,1,A. baumannii,0.1ng/mL LTA,24,68
11458,20210126,Day14,1,2,A. baumannii,0.1ng/mL LTA,24,42551
11458,20210126,Day14,1,3,A. baumannii,0.1ng/mL LTA,24,3226
11458,20210126,Day14,1,4,A. baumannii,0.1ng/mL LTA,24,34433
11458,20210126,Day14,1,1,A. baumannii,100ng/mL LTA,24,41670
11458,20210126,Day14,1,2,A. baumannii,100ng/mL LTA,24,67558
11458,20210126,Day14,1,3,A. baumannii,100ng/mL LTA,24,40648
11458,20210126,Day14,1,4,A. baumannii,100ng/mL LTA,24,55307
11458,20210126,Day14,1,1,A. baumannii,Fungi alone,24,452
11458,20210126,Day14,1,2,A. baumannii,Fungi alone,24,3680
11458,20210126,Day14,1,3,A. baumannii,Fungi alone,24,21128
11458,20210126,Day14,1,4,A. baumannii,Fungi alone,24,25027
11458,20210126,Day14,1,1,A. baumannii,Autoclaved bacteria,24,4856
11458,20210126,Day14,1,2,A. baumannii,Autoclaved bacteria,24,64598
11458,20210126,Day14,1,3,A. baumannii,Autoclaved bacteria,24,17131
11458,20210126,Day14,1,4,A. baumannii,Autoclaved bacteria,24,56918
11458,20210126,Day14,1,1,E. coli,0.1ng/mL LPS,24,12
11458,20210126,Day14,1,2,E. coli,0.1ng/mL LPS,24,8822
11458,20210126,Day14,1,3,E. coli,0.1ng/mL LPS,24,16045
11458,20210126,Day14,1,4,E. coli,0.1ng/mL LPS,24,5902
11458,20210126,Day14,1,1,E. coli,100ng/mL LPS,24,28412
11458,20210126,Day14,1,2,E. coli,100ng/mL LPS,24,1052
11458,20210126,Day14,1,3,E. coli,100ng/mL LPS,24,11682
11458,20210126,Day14,1,4,E. coli,100ng/mL LPS,24,670
11458,20210126,Day14,1,1,E. coli,0.1ng/mL LTA,24,12884
11458,20210126,Day14,1,2,E. coli,0.1ng/mL LTA,24,1424
11458,20210126,Day14,1,3,E. coli,0.1ng/mL LTA,24,7612
11458,20210126,Day14,1,4,E. coli,0.1ng/mL LTA,24,1238
11458,20210126,Day14,1,1,E. coli,100ng/mL LTA,24,7790
11458,20210126,Day14,1,2,E. coli,100ng/mL LTA,24,756
11458,20210126,Day14,1,3,E. coli,100ng/mL LTA,24,4552
11458,20210126,Day14,1,4,E. coli,100ng/mL LTA,24,534
11458,20210126,Day14,1,1,E. coli,Fungi alone,24,10578
11458,20210126,Day14,1,2,E. coli,Fungi alone,24,10150
11458,20210126,Day14,1,3,E. coli,Fungi alone,24,6376
11458,20210126,Day14,1,4,E. coli,Fungi alone,24,5428
11458,20210126,Day14,1,1,E. coli,Autoclaved bacteria,24,10688
11458,20210126,Day14,1,2,E. coli,Autoclaved bacteria,24,1176
11458,20210126,Day14,1,3,E. coli,Autoclaved bacteria,24,7690
11458,20210126,Day14,1,4,E. coli,Autoclaved bacteria,24,1058
11458,20210126,Day14,1,1,P. aeruginosa,0.1ng/mL LPS,24,264090
11458,20210126,Day14,1,2,P. aeruginosa,0.1ng/mL LPS,24,141990
11458,20210126,Day14,1,3,P. aeruginosa,0.1ng/mL LPS,24,258868
11458,20210126,Day14,1,4,P. aeruginosa,0.1ng/mL LPS,24,141029
11458,20210126,Day14,1,1,P. aeruginosa,100ng/mL LPS,24,252177
11458,20210126,Day14,1,2,P. aeruginosa,100ng/mL LPS,24,109632
11458,20210126,Day14,1,3,P. aeruginosa,100ng/mL LPS,24,254154
11458,20210126,Day14,1,4,P. aeruginosa,100ng/mL LPS,24,116788
11458,20210126,Day14,1,1,P. aeruginosa,0.1ng/mL LTA,24,180991
11458,20210126,Day14,1,2,P. aeruginosa,0.1ng/mL LTA,24,97657
11458,20210126,Day14,1,3,P. aeruginosa,0.1ng/mL LTA,24,219296
11458,20210126,Day14,1,4,P. aeruginosa,0.1ng/mL LTA,24,121257
11458,20210126,Day14,1,1,P. aeruginosa,100ng/mL LTA,24,167309
11458,20210126,Day14,1,2,P. aeruginosa,100ng/mL LTA,24,87334
11458,20210126,Day14,1,3,P. aeruginosa,100ng/mL LTA,24,155592
11458,20210126,Day14,1,4,P. aeruginosa,100ng/mL LTA,24,85868
11458,20210126,Day14,1,1,P. aeruginosa,Fungi alone,24,254198
11458,20210126,Day14,1,2,P. aeruginosa,Fungi alone,24,131692
11458,20210126,Day14,1,3,P. aeruginosa,Fungi alone,24,263304
11458,20210126,Day14,1,4,P. aeruginosa,Fungi alone,24,167504
11458,20210126,Day14,1,1,P. aeruginosa,Autoclaved bacteria,24,198937
11458,20210126,Day14,1,2,P. aeruginosa,Autoclaved bacteria,24,65499
11458,20210126,Day14,1,3,P. aeruginosa,Autoclaved bacteria,24,283286
11458,20210126,Day14,1,4,P. aeruginosa,Autoclaved bacteria,24,70426
11458,20210126,Day14,1,1,S. aureus,0.1ng/mL LPS,24,2252
11458,20210126,Day14,1,2,S. aureus,0.1ng/mL LPS,24,10214
11458,20210126,Day14,1,3,S. aureus,0.1ng/mL LPS,24,6
11458,20210126,Day14,1,4,S. aureus,0.1ng/mL LPS,24,704
11458,20210126,Day14,1,1,S. aureus,100ng/mL LPS,24,3394
11458,20210126,Day14,1,2,S. aureus,100ng/mL LPS,24,11976
11458,20210126,Day14,1,3,S. aureus,100ng/mL LPS,24,190
11458,20210126,Day14,1,4,S. aureus,100ng/mL LPS,24,10996
11458,20210126,Day14,1,1,S. aureus,0.1ng/mL LTA,24,6552
11458,20210126,Day14,1,2,S. aureus,0.1ng/mL LTA,24,14995
11458,20210126,Day14,1,3,S. aureus,0.1ng/mL LTA,24,60
11458,20210126,Day14,1,4,S. aureus,0.1ng/mL LTA,24,6302
11458,20210126,Day14,1,1,S. aureus,100ng/mL LTA,24,10800
11458,20210126,Day14,1,2,S. aureus,100ng/mL LTA,24,11882
11458,20210126,Day14,1,3,S. aureus,100ng/mL LTA,24,13906
11458,20210126,Day14,1,4,S. aureus,100ng/mL LTA,24,13130
11458,20210126,Day14,1,1,S. aureus,Fungi alone,24,5782
11458,20210126,Day14,1,2,S. aureus,Fungi alone,24,4718
11458,20210126,Day14,1,3,S. aureus,Fungi alone,24,1164
11458,20210126,Day14,1,4,S. aureus,Fungi alone,24,1122
11458,20210126,Day14,1,1,S. aureus,Autoclaved bacteria,24,10828
11458,20210126,Day14,1,2,S. aureus,Autoclaved bacteria,24,8864
